"","amines_Phenylethylamine","amines_Putrescine","amino-acids_Glycyl-LGlutamicAcid","amino-acids_L-Arginine","amino-acids_L-Asparagine","amino-acids_L-Serine","amino-acids_L-Threonine","amino-acids_LPhenylalanine","amino-acids_gamma-AminoButyricAcid","carbohydrates_Beta-Methyl-DGlucoside","carbohydrates_D,L-alphaGlycerolPhosphate","carbohydrates_D-Cellobiose","carbohydrates_D-GalactonicAcidgamma-Lactone","carbohydrates_D-Mannitol","carbohydrates_D-Xylose","carbohydrates_Glucose-1-Phosphate","carbohydrates_N-Acetyl-DGlucosamine","carbohydrates_alpha-D-Lactose","carbohydrates_i-Erythritol","carboxylicacids_D-MalicAcid","carboxylicacids_DGalacturonicAcid","carboxylicacids_DGlucosaminicAcid","carboxylicacids_ItaconicAcid","carboxylicacids_PyruvicAcidMethylEster","carboxylicacids_alpha-KetoButyricAcid","phenoliccompound_2-HydroxyBenzoicAcid","phenoliccompound_4-HydroxyBenzoicAcid","polymers_Glycogen","polymers_Tween40","polymers_Tween80","polymers_alpha-Cyclodextrin"
"AxB_d5_t5_4",2.31533333333333,1.36733333333333,0.754666666666667,2.13133333333333,1.98333333333333,1.86733333333333,2.00633333333333,2.77166666666667,1.62,0.069,0.305,0.837,1.1,2.366,2.26933333366667,0.00133333333333333,2.08233333333333,0.229666666666667,0.154,1.883,2.04433333333333,1.802,0.849333333333333,2.232,0.953333333333333,1.60866666666667,1.56566666666667,1.17266666666667,2.45733333333333,2.45433333333333,0.446333333333333
"B_d5_t15_1",2.56666666633333,1.57399999966667,0.177333333,2.08099999966667,2.44799999966667,2.08899999966667,2.16466666633333,2.01333333366667,2.554333333,0.0616666663333333,0.569666666333333,0.213666666333333,0.677999999666667,2.93866666633333,0.695111111,0.027333333,2.40466666633333,0.112333333,0.0786666663333333,1.17166666633333,1.789333333,1.88366666633333,0.107666666333333,1.65766666633333,0.302000000333333,0.445777778,2.35166666633333,1.04999999966667,2.250333333,2.60466666633333,0.796999999666667
"B_d5_t15_2",2.019666667,1.75233333366667,0.123333333666667,1.932666667,2.38000000033333,2.216666667,2.051666667,2.20166666633333,2.44233333366667,0.035333333,0.172666667,0.536333333666667,0.531000000333333,2.860666667,0.647555555666667,0.0114444446666667,1.819666667,0.212666667,0.0513333336666667,1.41000000033333,1.822333333,2.14400000033333,0.088666667,1.91300000033333,0.456999999666667,0.539222222,2.29100000033333,1.27600000033333,2.33633333366667,2.38733333366667,0.507000000333333
"B_d5_t15_3",2.67899999966667,1.31766666633333,0.142666666333333,1.88066666633333,2.17566666633333,1.923333333,2.09166666633333,2.07266666633333,2.45199999966667,0.0199999996666667,0.359666666333333,0.811999999666667,0.0569999996666667,2.63499999966667,0,0.002222222,2.36899999966667,0.102666666333333,0.0869999996666667,1.43766666633333,1.92466666633333,1.90266666633333,0.063333333,1.69966666633333,0.342999999666667,0.566444444333333,2.20466666633333,1.20199999966667,2.64066666633333,2.69399999966667,0.959666666333333
"B_d5_t15_4",2.79033333333333,1.801333333,0.337999999666667,2.16166666633333,2.56166666633333,2.234333333,2.31866666633333,1.941,2.58566666633333,0.033,0.435333333,0.249666666333333,0.790333333,3.174333333,0,0.011333333,1.863333333,0.180666666333333,0.061333333,1.31166666633333,1.91233333333333,1.81866666633333,0.166333333,1.90399999966667,0.341666666666667,0.587666666666667,2.25266666633333,1.33466666633333,2.50799999966667,2.59033333333333,0.443666666333333
"B_d5_t1_1",2.798,1.55333333333333,0.197333333333333,2.108,2.67333333333333,2.16466666666667,2.295333333,2.734,2.62566666666667,0.0483333333333333,0.441666666666667,0.383666666666667,0.0113333333333333,3.152,2.263,0.008,2.54133333333333,0.262333333333333,0.103333333333333,1.68366666666667,1.993,2.20833333333333,0.142,1.91933333333333,0.442666666666667,1.70666666666667,2.40733333333333,1.69333333333333,2.425,2.76866666666667,0.906333333333333
"B_d5_t1_2",2.71366666633333,1.43099999966667,0.705999999666667,2.562333333,2.67766666633333,2.55799999966667,2.28100000033333,2.85666666633333,2.49633333366667,0.0326666663333333,0.336999999666667,0.628666666333333,0.265999999666667,2.94299999966667,1.824333333,0.008333333,2.49933333366667,0.179333333,0.0979999996666667,1.843333333,1.91866666633333,2.31666666633333,0.137333333,1.76499999966667,0.392666666333333,1.458333333,2.58466666633333,1.59266666633333,2.436333333,2.714333333,0.915666666333333
"B_d5_t1_3",2.57533333366667,1.32300000033333,0.470000000333333,2.10066666633333,2.68399999966667,2.113666667,2.318333333,2.71533333366667,2.623333333,0.0553333336666667,0.417333333666667,0.447333333666667,0.298777778,3.09633333366667,1.45311111133333,0,2.50766666633333,0.249666667,0.119666667,1.751666667,1.73800000033333,2.265666667,0.142333333666667,1.948666667,0.371333333666667,1.66233333366667,2.208666667,1.61633333366667,2.43500000033333,2.46300000033333,0.903000000333333
"B_d5_t1_4",2.75966666633333,1.41699999966667,0.200999999666667,2.19733333366667,2.67200000033333,2.38199999966667,2.206666667,2.74866666633333,2.66533333366667,0.107333333666667,0.421333333,0.787333333,0.412333333,3.020333333,2.29399999966667,0.0146666663333333,2.46000000033333,0.277666666333333,0.122333333,1.84066666633333,2.097333333,2.243333333,0.192000000333333,2.10099999966667,0.612666666333333,1.768333333,2.381333333,1.39466666633333,2.480333333,2.78666666633333,0.811333333
"B_d5_t30_1",1.807333333,2.04099999966667,0.398333333,2.36599999966667,2.51899999966667,2.503333333,2.200333333,2.251333333,2.756333333,0.0766666663333333,1.16599999966667,0.537999999666667,0.131333333,2.88399999966667,1.37555555533333,0.0689999996666667,2.71566666633333,0.193666666333333,0.178333333,2.27966666633333,2.081333333,2.75666666633333,0.711333333,2.52599999966667,1.629333333,1.41466666633333,2.25699999966667,1.158333333,2.45199999966667,2.602333333,0.928666666333333
"B_d5_t30_2",1.93266666633333,1.98966666633333,0.540333333,2.46099999966667,2.72366666633333,2.544333333,2.004333333,2.170333333,2.87766666633333,0.0137777776666667,0.625999999666667,1.17099999966667,0.500444444333333,2.878333333,0,0.023222222,2.86066666633333,0.0959999996666667,0.118888888666667,2.10199999966667,2.041333333,2.38899999966667,0.600666666333333,2.717333333,1.68599999966667,0.472888888666667,2.413333333,1.26666666633333,2.55699999966667,2.48566666633333,0.897666666333333
"B_d5_t30_3",1.25899999966667,2.05966666633333,0.594999999666667,3.02266666633333,2.89466666633333,2.26399999966667,1.660333333,1.590333333,2.66399999966667,0.0616666663333333,0.00277777766666667,0.843666666333333,0.00544444433333333,3.017333333,0,0.016222222,2.76533333333333,0.065333333,0.031111111,2.21966666633333,2.147,2.50166666666667,0.970666666333333,2.33799999966667,0.0177777776666667,0,1.893333333,0.383999999666667,2.39599999966667,2.250333333,0.076333333
"B_d5_t30_4",2.46566666666667,2.177,0.693333333333333,2.961,3.01733333333333,2.586,2.242,2.63533333333333,2.68633333333333,0.007,1.06666666666667,0.439333333333333,0.00466666666666667,2.69133333333333,1.49633333333333,0.118666666666667,2.49433333333333,0.125,0.183,2.36233333333333,2.474,2.647,0.783,2.698,1.239,1.69466666666667,2.479,1.55233333333333,2.55833333333333,2.93933333333333,0.886666666666667
"B_d5_t5_1",2.51633333366667,1.26100000033333,0.0530000003333333,1.79600000033333,2.32933333366667,2.17766666633333,2.33000000033333,2.64200000033333,2.33000000033333,0.0590000003333333,0.378333333666667,0.674000000333333,0.297000000333333,2.81100000033333,0.978777778,0.007666667,2.12300000033333,0.128666667,0.066222222,1.328666667,1.54433333366667,1.98533333366667,0.0843333336666667,1.29333333366667,0.381333333666667,0.164000000333333,2.160666667,1.59766666633333,2.553666667,2.52533333366667,0.639333333666667
"B_d5_t5_2",2.685333333,1.279333333,0.107999999666667,2.59099999966667,2.23499999966667,2.19366666666667,2.403333333,2.57099999966667,2.274333333,0.021222222,0.319333333,1.41866666633333,0.624333333,2.789333333,1.20266666633333,0.005222222,2.203333333,0.107333333,0.048,1.47966666633333,1.46766666633333,1.70966666633333,0.0696666663333333,1.20999999966667,0.265999999666667,1.085222222,2.16166666633333,1.67066666666667,2.60799999966667,2.50266666633333,0.783666666333333
"B_d5_t5_3",2.56033333333333,1.52266666666667,0.393333333333333,2.42266666666667,2.58233333333333,2.194333333,2.351,2.641,2.53266666666667,0.257666666666667,0.394333333333333,0.605,1.03466666666667,2.77566666666667,1.78466666666667,0.00633333333333333,2.158,0.196,0.0716666663333333,1.27433333333333,1.744,1.895,0.071,1.298,0.322666666666667,1.109,2.27566666666667,1.70466666633333,2.388,2.54066666666667,0.897666666666667
"B_d5_t5_4",2.71099999966667,1.33599999966667,0.145999999666667,1.786333333,2.53766666633333,2.190333333,2.19166666633333,2.63499999966667,2.31466666633333,0.306333333,0.408999999666667,0.337666666333333,0.663999999666667,2.76666666633333,0.716666666333333,0.00277777766666667,2.32099999966667,0.149999999666667,0.0709999996666667,1.36066666633333,1.61199999966667,1.94299999966667,0.0779999996666667,1.60566666633333,0.257999999666667,1.24399999966667,2.163333333,1.45999999966667,2.37066666633333,2.53199999966667,0.817666666333333
